Date,Close,Volume,Open,High,Low
2010-03-15,0.0007745566166439261,0.2473122493697751,0.002391862348219545,0.0002512596800919864,4.89893799246327e-05
2010-03-16,0.0010719645293315178,0.22198121856122546,0.0018073667587059639,0.0,0.0011548475505309963
2010-03-17,0.0009109822646657523,0.2240199092079162,0.0021582687199716982,0.0007101552196408789,0.0015268927714970904
2010-03-18,0.001169167803547047,0.1633828030858946,0.0017684913227639792,9.468736261883381e-06,0.0012038369304556429
2010-03-19,0.0,0.2842632165980238,0.0021043887298065056,0.00012546075546990276,0.0005286056868790551
2010-03-22,0.0012179399727148682,0.22696230130967468,0.0,0.0004927124547698808,0.0
2010-03-23,0.002976807639836279,0.30802494870521496,0.0025187190339249488,0.0018355821581955284,0.001933196300102774
2010-03-24,0.0034689631650750286,0.3058850553988822,0.0034929920206462767,0.002521727368029497,0.0036019184652278102
2010-03-25,0.0021439290586630216,0.27493668824455614,0.005090977045419123,0.002893713435460424,0.0029852689277149597
2010-03-26,0.0042145293315143245,0.3293166298778586,0.004131026587729056,0.003367150248554329,0.004110996916752305
2010-03-29,0.004940654843110501,0.2647894978803177,0.006104125468082408,0.0042947482330661785,0.005613566289825275
2010-03-30,0.006623806275579819,0.2657635172113229,0.00785931729960311,0.00603868655101282,0.0069006509078451544
2010-03-31,0.006212141882673924,0.21279299319165032,0.007317107271991294,0.0056183422948158784,0.007003425830763965
2010-04-13,0.00983219645293315,0.143487811306141,0.010420321895429852,0.008608772107808318,0.010257965056526194
2010-04-14,0.01142087312414733,0.19813411424175498,0.012086509439399165,0.010062899462311037,0.011706406303528608
2010-04-15,0.012994542974079135,0.1827189927132688,0.012329992432930509,0.011618477562476748,0.012411099691675226
2010-04-16,0.012253751705320587,0.3903574689528594,0.01368926864051577,0.012637719387237498,0.011941418293936273
2010-04-19,0.012093110504774879,0.2884815352178481,0.0129390409293548,0.01106760001352676,0.01058102089756767
2010-04-20,0.010884720327421563,0.3688011339221498,0.013674605098888529,0.011724662676270689,0.01116067146282973
2010-04-21,0.018012960436562073,0.5179920706688378,0.018675213806372354,0.017038990903249812,0.017412812607057224
2010-04-22,0.021545361527967252,0.4132766549359555,0.018400016641414663,0.02017889148151908,0.017643028434395344
2010-04-23,0.023669849931787154,0.415619581102769,0.023149981090851562,0.022802069595211527,0.02292840013703322
2010-04-26,0.023021828103683487,0.23927049520000945,0.02504498808672498,0.022937337256095508,0.023510791366906494
2010-04-27,0.019387107776261944,0.3669448315827887,0.022799079129585786,0.02070542085150992,0.019757108598835213
2010-04-28,0.01917257844474761,0.39448529524512765,0.020840643790859703,0.01885056305163843,0.01774580335731414
2010-04-29,0.022602660300136426,0.2839381813025457,0.02072879165937752,0.02174901085522979,0.020486467968482344
2010-04-30,0.018924283765347896,0.27484541758851927,0.0237927898342781,0.02202428054512867,0.019992120589242893
2010-05-13,0.01759413369713507,0.30651541276991207,0.020825980249232462,0.01933346860099422,0.01774100719424461
2010-05-14,0.015381991814461107,0.3944697730247132,0.01690194830726463,0.015217611849447102,0.014363823227132574
2010-05-17,0.015576739427012293,0.3967873957547911,0.016675515943532407,0.015072537283149029,0.013487838300787924
2010-05-18,0.014670532060027289,0.40663997215810366,0.017786193968646613,0.016217578032531862,0.014735868448098655
2010-05-19,0.012711800818553887,0.542420947809441,0.014142133367980217,0.013497683541307356,0.012088386433710172
2010-05-20,0.0075569577080491085,0.6830254534545609,0.010430211260713335,0.00911602583612324,0.007859883521754027
2010-05-21,0.009778649386084581,0.6525283172476821,0.00601648523091497,0.009430184978526268,0.005481329222336406
2010-05-24,0.011942019099590709,0.39160840469605795,0.013060782426120465,0.012521727368029478,0.01277834874957176
2010-05-25,0.01119167803547065,0.554069910781315,0.009197450726237469,0.01052179500185993,0.008324768756423434
2010-05-26,0.010650409276944064,0.4449322166698229,0.014424832810049512,0.01311622873761456,0.011549845837615605
2010-05-27,0.015152796725784443,0.3410331167259954,0.014678205168864311,0.013966385986270341,0.014173004453579982
2010-05-28,0.016872783083219642,0.42612905787402,0.018959277298825572,0.01662811538331474,0.016248030147310716
